parameter_id,group,scope,region_or_case,parameter,central_value,units,dependency,calibration_status,source,code_location,uncertainty_treatment,evidence_role
P0330,climate forcing,sensitivity/fallback,east_asia,expert_temp_monthly,"[-3,0,7,15,21,26,27,26,21,14,6,-1]",12 monthly deg C,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[east_asia].temp,compared against ERA5; not central,Class B climate sensitivity
P0331,climate forcing,canonical,east_asia,ERA5_precip_monthly,"[5.0,11.0,10.0,31.0,48.0,73.0,174.0,146.0,50.0,22.0,19.0,7.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::east_asia.precip,expert-profile climate swap sensitivity,central forcing
P0332,climate forcing,sensitivity/fallback,east_asia,expert_precip_monthly,"[5,8,15,25,40,75,150,130,55,30,12,5]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[east_asia].precip,compared against ERA5; not central,Class B climate sensitivity
P0333,climate forcing,canonical,east_asia,ERA5_pet_monthly,"[28.0,41.0,81.0,115.0,153.0,168.0,152.0,130.0,104.0,77.0,44.0,27.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::east_asia.pet,expert-profile climate swap sensitivity,central forcing
P0334,climate forcing,sensitivity/fallback,east_asia,expert_pet_monthly,"[8,12,30,60,100,130,140,120,75,40,15,8]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[east_asia].pet,compared against ERA5; not central,Class B climate sensitivity
P0335,crop calendar,canonical,east_asia,planting_month,6,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[east_asia].planting_month,fixed; not varied,central forcing
P0336,crop calendar,canonical,east_asia,maturity_month,10,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[east_asia].maturity_month,fixed; not varied,central forcing
P0337,yield calibration,canonical,east_asia,FAOSTAT_target,6.0,t grain ha-1,primitive target,observed calibration target,production-weighted FAOSTAT cereal yield,code/model/monthly_model_v3.py::FAOSTAT_TARGETS[east_asia],fixed target; model-structure sensitivity assessed separately,calibration
P0338,climate forcing,canonical,south_asia,ERA5_temp_monthly,"[14.7,18.4,24.1,30.0,32.6,32.3,29.0,28.4,27.8,25.6,21.1,16.3]",12 monthly deg C,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::south_asia.temp,expert-profile climate swap sensitivity,central forcing
P0339,climate forcing,sensitivity/fallback,south_asia,expert_temp_monthly,"[15,18,24,30,33,34,31,30,29,26,20,16]",12 monthly deg C,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[south_asia].temp,compared against ERA5; not central,Class B climate sensitivity
P0340,climate forcing,canonical,south_asia,ERA5_precip_monthly,"[22.0,25.0,15.0,10.0,15.0,131.0,322.0,261.0,170.0,33.0,2.0,8.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::south_asia.precip,expert-profile climate swap sensitivity,central forcing
P0341,climate forcing,sensitivity/fallback,south_asia,expert_precip_monthly,"[20,15,10,10,20,100,250,250,150,30,5,10]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[south_asia].precip,compared against ERA5; not central,Class B climate sensitivity
P0342,climate forcing,canonical,south_asia,ERA5_pet_monthly,"[76.0,95.0,152.0,194.0,212.0,177.0,134.0,123.0,113.0,120.0,94.0,77.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::south_asia.pet,expert-profile climate swap sensitivity,central forcing
P0343,climate forcing,sensitivity/fallback,south_asia,expert_pet_monthly,"[40,55,90,130,160,150,120,110,100,80,50,35]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[south_asia].pet,compared against ERA5; not central,Class B climate sensitivity
P0344,crop calendar,canonical,south_asia,planting_month,11,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[south_asia].planting_month,fixed; not varied,central forcing
P0345,crop calendar,canonical,south_asia,maturity_month,4,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[south_asia].maturity_month,fixed; not varied,central forcing
P0346,yield calibration,canonical,south_asia,FAOSTAT_target,3.2,t grain ha-1,primitive target,observed calibration target,production-weighted FAOSTAT cereal yield,code/model/monthly_model_v3.py::FAOSTAT_TARGETS[south_asia],fixed target; model-structure sensitivity assessed separately,calibration
P0347,climate forcing,canonical,southeast_asia,ERA5_temp_monthly,"[26.1,28.2,29.7,30.9,29.6,28.9,28.3,28.0,27.3,26.9,26.8,25.8]",12 monthly deg C,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::southeast_asia.temp,expert-profile climate swap sensitivity,central forcing
P0348,climate forcing,sensitivity/fallback,southeast_asia,expert_temp_monthly,"[26,27,29,30,29,28,28,28,27,27,26,25]",12 monthly deg C,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[southeast_asia].temp,compared against ERA5; not central,Class B climate sensitivity
P0349,climate forcing,canonical,southeast_asia,ERA5_precip_monthly,"[12.0,12.0,41.0,67.0,146.0,139.0,147.0,190.0,269.0,148.0,25.0,10.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::southeast_asia.precip,expert-profile climate swap sensitivity,central forcing
P0350,climate forcing,sensitivity/fallback,southeast_asia,expert_precip_monthly,"[10,20,40,70,150,150,160,170,200,160,50,15]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[southeast_asia].precip,compared against ERA5; not central,Class B climate sensitivity
P0351,climate forcing,canonical,southeast_asia,ERA5_pet_monthly,"[122.0,130.0,159.0,164.0,151.0,138.0,138.0,133.0,119.0,113.0,109.0,111.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::southeast_asia.pet,expert-profile climate swap sensitivity,central forcing
P0352,climate forcing,sensitivity/fallback,southeast_asia,expert_pet_monthly,"[90,95,120,130,120,110,110,110,100,100,90,85]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[southeast_asia].pet,compared against ERA5; not central,Class B climate sensitivity
P0353,crop calendar,canonical,southeast_asia,planting_month,6,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[southeast_asia].planting_month,fixed; not varied,central forcing
P0354,crop calendar,canonical,southeast_asia,maturity_month,11,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[southeast_asia].maturity_month,fixed; not varied,central forcing
P0355,yield calibration,canonical,southeast_asia,FAOSTAT_target,4.2,t grain ha-1,primitive target,observed calibration target,production-weighted FAOSTAT cereal yield,code/model/monthly_model_v3.py::FAOSTAT_TARGETS[southeast_asia],fixed target; model-structure sensitivity assessed separately,calibration
P0356,climate forcing,canonical,latin_america,ERA5_temp_monthly,"[23.5,23.5,23.3,23.2,22.2,21.8,21.8,23.8,26.1,25.8,23.8,23.6]",12 monthly deg C,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::latin_america.temp,expert-profile climate swap sensitivity,central forcing
P0357,climate forcing,sensitivity/fallback,latin_america,expert_temp_monthly,"[25,25,24,22,19,17,17,19,21,23,24,25]",12 monthly deg C,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[latin_america].temp,compared against ERA5; not central,Class B climate sensitivity
P0358,climate forcing,canonical,latin_america,ERA5_precip_monthly,"[220.0,171.0,162.0,77.0,10.0,2.0,1.0,2.0,20.0,89.0,175.0,198.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::latin_america.precip,expert-profile climate swap sensitivity,central forcing
P0359,climate forcing,sensitivity/fallback,latin_america,expert_precip_monthly,"[200,180,160,80,40,25,20,25,50,100,150,190]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[latin_america].precip,compared against ERA5; not central,Class B climate sensitivity
P0360,climate forcing,canonical,latin_america,ERA5_pet_monthly,"[137.0,124.0,125.0,112.0,106.0,96.0,107.0,130.0,150.0,159.0,138.0,139.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::latin_america.pet,expert-profile climate swap sensitivity,central forcing
P0361,climate forcing,sensitivity/fallback,latin_america,expert_pet_monthly,"[130,120,120,90,60,50,50,70,90,110,120,130]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[latin_america].pet,compared against ERA5; not central,Class B climate sensitivity
P0362,crop calendar,canonical,latin_america,planting_month,10,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[latin_america].planting_month,fixed; not varied,central forcing
P0363,crop calendar,canonical,latin_america,maturity_month,3,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[latin_america].maturity_month,fixed; not varied,central forcing
P0364,yield calibration,canonical,latin_america,FAOSTAT_target,4.5,t grain ha-1,primitive target,observed calibration target,production-weighted FAOSTAT cereal yield,code/model/monthly_model_v3.py::FAOSTAT_TARGETS[latin_america],fixed target; model-structure sensitivity assessed separately,calibration
P0365,climate forcing,canonical,sub_saharan_africa,ERA5_temp_monthly,"[27.2,28.9,29.6,28.7,27.4,25.7,24.6,24.2,24.5,25.5,27.1,27.2]",12 monthly deg C,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::sub_saharan_africa.temp,expert-profile climate swap sensitivity,central forcing
P0366,climate forcing,sensitivity/fallback,sub_saharan_africa,expert_temp_monthly,"[25,26,26,25,24,22,21,22,23,24,24,25]",12 monthly deg C,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[sub_saharan_africa].temp,compared against ERA5; not central,Class B climate sensitivity
P0367,climate forcing,canonical,sub_saharan_africa,ERA5_precip_monthly,"[2.0,5.0,16.0,44.0,76.0,104.0,123.0,154.0,157.0,79.0,5.0,1.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::sub_saharan_africa.precip,expert-profile climate swap sensitivity,central forcing
P0368,climate forcing,sensitivity/fallback,sub_saharan_africa,expert_precip_monthly,"[30,35,80,130,150,100,60,50,80,140,100,40]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[sub_saharan_africa].precip,compared against ERA5; not central,Class B climate sensitivity
P0369,climate forcing,canonical,sub_saharan_africa,ERA5_pet_monthly,"[163.0,161.0,181.0,163.0,148.0,123.0,117.0,114.0,115.0,127.0,139.0,156.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::sub_saharan_africa.pet,expert-profile climate swap sensitivity,central forcing
P0370,climate forcing,sensitivity/fallback,sub_saharan_africa,expert_pet_monthly,"[110,110,120,110,100,80,70,80,100,110,110,110]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[sub_saharan_africa].pet,compared against ERA5; not central,Class B climate sensitivity
P0371,crop calendar,canonical,sub_saharan_africa,planting_month,4,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[sub_saharan_africa].planting_month,fixed; not varied,central forcing
P0372,crop calendar,canonical,sub_saharan_africa,maturity_month,9,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[sub_saharan_africa].maturity_month,fixed; not varied,central forcing
P0373,yield calibration,canonical,sub_saharan_africa,FAOSTAT_target,1.5,t grain ha-1,primitive target,observed calibration target,production-weighted FAOSTAT cereal yield,code/model/monthly_model_v3.py::FAOSTAT_TARGETS[sub_saharan_africa],fixed target; model-structure sensitivity assessed separately,calibration
P0374,climate forcing,canonical,fsu_central_asia,ERA5_temp_monthly,"[-4.1,-3.3,2.2,9.6,16.6,20.5,22.7,22.4,16.4,9.2,3.1,-1.6]",12 monthly deg C,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::fsu_central_asia.temp,expert-profile climate swap sensitivity,central forcing
P0375,climate forcing,sensitivity/fallback,fsu_central_asia,expert_temp_monthly,"[-6,-5,1,10,16,20,22,21,15,8,1,-4]",12 monthly deg C,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[fsu_central_asia].temp,compared against ERA5; not central,Class B climate sensitivity
P0376,climate forcing,canonical,fsu_central_asia,ERA5_precip_monthly,"[46.0,34.0,44.0,41.0,52.0,58.0,50.0,34.0,45.0,40.0,36.0,43.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::fsu_central_asia.precip,expert-profile climate swap sensitivity,central forcing
P0377,climate forcing,sensitivity/fallback,fsu_central_asia,expert_precip_monthly,"[35,30,30,35,45,55,55,40,35,35,40,40]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[fsu_central_asia].precip,compared against ERA5; not central,Class B climate sensitivity
P0378,climate forcing,canonical,fsu_central_asia,ERA5_pet_monthly,"[8.0,14.0,40.0,81.0,128.0,143.0,151.0,131.0,77.0,38.0,14.0,8.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::fsu_central_asia.pet,expert-profile climate swap sensitivity,central forcing
P0379,climate forcing,sensitivity/fallback,fsu_central_asia,expert_pet_monthly,"[5,8,20,50,90,120,130,110,65,30,12,5]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[fsu_central_asia].pet,compared against ERA5; not central,Class B climate sensitivity
P0380,crop calendar,canonical,fsu_central_asia,planting_month,4,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[fsu_central_asia].planting_month,fixed; not varied,central forcing
P0381,crop calendar,canonical,fsu_central_asia,maturity_month,8,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[fsu_central_asia].maturity_month,fixed; not varied,central forcing
P0382,yield calibration,canonical,fsu_central_asia,FAOSTAT_target,2.8,t grain ha-1,primitive target,observed calibration target,production-weighted FAOSTAT cereal yield,code/model/monthly_model_v3.py::FAOSTAT_TARGETS[fsu_central_asia],fixed target; model-structure sensitivity assessed separately,calibration
P0383,yield calibration,canonical,north_america,calibrated_y_max,6.198019937502645,t grain ha-1,derived/calibrated,Brent root solution,year-2 monthly-model yield matched to FAOSTAT target,code/model/coupled_monthly.py::get_calibrated_ym,recalibrated within declared NUE sweep; c varied in MC with y_max held,central calibrated parameter
P0384,yield calibration,canonical,europe,calibrated_y_max,6.02189266114309,t grain ha-1,derived/calibrated,Brent root solution,year-2 monthly-model yield matched to FAOSTAT target,code/model/coupled_monthly.py::get_calibrated_ym,recalibrated within declared NUE sweep; c varied in MC with y_max held,central calibrated parameter
P0385,yield calibration,canonical,east_asia,calibrated_y_max,6.220040065418321,t grain ha-1,derived/calibrated,Brent root solution,year-2 monthly-model yield matched to FAOSTAT target,code/model/coupled_monthly.py::get_calibrated_ym,recalibrated within declared NUE sweep; c varied in MC with y_max held,central calibrated parameter
P0386,yield calibration,canonical,south_asia,calibrated_y_max,3.7734173627265672,t grain ha-1,derived/calibrated,Brent root solution,year-2 monthly-model yield matched to FAOSTAT target,code/model/coupled_monthly.py::get_calibrated_ym,recalibrated within declared NUE sweep; c varied in MC with y_max held,central calibrated parameter
P0387,yield calibration,canonical,southeast_asia,calibrated_y_max,4.87387923235651,t grain ha-1,derived/calibrated,Brent root solution,year-2 monthly-model yield matched to FAOSTAT target,code/model/coupled_monthly.py::get_calibrated_ym,recalibrated within declared NUE sweep; c varied in MC with y_max held,central calibrated parameter
P0388,yield calibration,canonical,latin_america,calibrated_y_max,5.414242627970394,t grain ha-1,derived/calibrated,Brent root solution,year-2 monthly-model yield matched to FAOSTAT target,code/model/coupled_monthly.py::get_calibrated_ym,recalibrated within declared NUE sweep; c varied in MC with y_max held,central calibrated parameter
P0389,yield calibration,canonical,sub_saharan_africa,calibrated_y_max,3.9672819439075564,t grain ha-1,derived/calibrated,Brent root solution,year-2 monthly-model yield matched to FAOSTAT target,code/model/coupled_monthly.py::get_calibrated_ym,recalibrated within declared NUE sweep; c varied in MC with y_max held,central calibrated parameter
P0390,yield calibration,canonical,fsu_central_asia,calibrated_y_max,4.317546323602349,t grain ha-1,derived/calibrated,Brent root solution,year-2 monthly-model yield matched to FAOSTAT target,code/model/coupled_monthly.py::get_calibrated_ym,recalibrated within declared NUE sweep; c varied in MC with y_max held,central calibrated parameter
P0391,economic scenario,canonical/conditional,S1,fert_price_shock,1.0389792148114703,proportional change,primitive or derived,calibrated to 20% S1 global fertilizer reduction,scenario design,code/model/coupled_econ_biophysical.py::scenario[S1].fert_price_shock,severity sweep 0-300%; MC multiplier 0.50-1.50,Class A central S3 or Class B SC1/SC2
P0392,economic scenario,canonical/conditional,S1,eps_F_PF,-0.3,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S1].eps_F_PF,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0393,economic scenario,canonical/conditional,S1,eps_F_PY,0.0,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S1].eps_F_PY,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0394,economic scenario,canonical/conditional,S1,eps_F_N,0.0,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S1].eps_F_N,"(0.0, -0.25, -0.5, -1.0)",Class A central S3 or Class B SC1/SC2
P0395,economic scenario,canonical/conditional,S1,eta,-0.45,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S1].eta,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0396,economic scenario,canonical/conditional,S1,alpha,0.1,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S1].alpha,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0397,economic scenario,canonical/conditional,S1,eps_LD_PL,0.0,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S1].eps_LD_PL,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0398,economic scenario,canonical/conditional,S1,eps_LD_PY,0.0,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S1].eps_LD_PY,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0399,economic scenario,canonical/conditional,S1,eps_LS_PL,0.0,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S1].eps_LS_PL,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0400,economic scenario,canonical/conditional,S1,fert_supply_ceiling,1.0,fraction of baseline,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S1].fert_supply_ceiling,SC1/SC2 conditional 20% physical cap,Class A central S3 or Class B SC1/SC2
P0401,economic scenario,canonical/conditional,S1,fert_capacity_recovery_years,0.0,yr,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S1].fert_capacity_recovery_years,SC1 zero vs SC2 20 yr,Class A central S3 or Class B SC1/SC2
P0402,economic scenario,canonical/conditional,S1,price_relaxes_with_recovery,true,boolean,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S1].price_relaxes_with_recovery,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0403,economic scenario,canonical/conditional,S2,fert_price_shock,1.0389792148114703,proportional change,primitive or derived,calibrated to 20% S1 global fertilizer reduction,scenario design,code/model/coupled_econ_biophysical.py::scenario[S2].fert_price_shock,severity sweep 0-300%; MC multiplier 0.50-1.50,Class A central S3 or Class B SC1/SC2
P0404,economic scenario,canonical/conditional,S2,eps_F_PF,-0.3,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S2].eps_F_PF,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0405,economic scenario,canonical/conditional,S2,eps_F_PY,0.0,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S2].eps_F_PY,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0406,economic scenario,canonical/conditional,S2,eps_F_N,0.0,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S2].eps_F_N,"(0.0, -0.25, -0.5, -1.0)",Class A central S3 or Class B SC1/SC2
P0407,economic scenario,canonical/conditional,S2,eta,-0.45,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S2].eta,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0408,economic scenario,canonical/conditional,S2,alpha,0.1,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S2].alpha,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0409,economic scenario,canonical/conditional,S2,eps_LD_PL,-0.3,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S2].eps_LD_PL,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0410,economic scenario,canonical/conditional,S2,eps_LD_PY,0.2,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S2].eps_LD_PY,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0411,economic scenario,canonical/conditional,S2,eps_LS_PL,0.5,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S2].eps_LS_PL,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0412,economic scenario,canonical/conditional,S2,fert_supply_ceiling,1.0,fraction of baseline,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S2].fert_supply_ceiling,SC1/SC2 conditional 20% physical cap,Class A central S3 or Class B SC1/SC2
P0413,economic scenario,canonical/conditional,S2,fert_capacity_recovery_years,0.0,yr,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S2].fert_capacity_recovery_years,SC1 zero vs SC2 20 yr,Class A central S3 or Class B SC1/SC2
P0414,economic scenario,canonical/conditional,S2,price_relaxes_with_recovery,true,boolean,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S2].price_relaxes_with_recovery,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0415,economic scenario,canonical/conditional,S3,fert_price_shock,1.0389792148114703,proportional change,primitive or derived,calibrated to 20% S1 global fertilizer reduction,scenario design,code/model/coupled_econ_biophysical.py::scenario[S3].fert_price_shock,severity sweep 0-300%; MC multiplier 0.50-1.50,Class A central S3 or Class B SC1/SC2
P0416,economic scenario,canonical/conditional,S3,eps_F_PF,-0.3,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S3].eps_F_PF,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0417,economic scenario,canonical/conditional,S3,eps_F_PY,0.1,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S3].eps_F_PY,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0418,economic scenario,canonical/conditional,S3,eps_F_N,0.0,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S3].eps_F_N,"(0.0, -0.25, -0.5, -1.0)",Class A central S3 or Class B SC1/SC2
P0419,economic scenario,canonical/conditional,S3,eta,-0.45,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S3].eta,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0420,economic scenario,canonical/conditional,S3,alpha,0.1,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S3].alpha,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0421,economic scenario,canonical/conditional,S3,eps_LD_PL,-0.3,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S3].eps_LD_PL,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0422,economic scenario,canonical/conditional,S3,eps_LD_PY,0.2,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S3].eps_LD_PY,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0423,economic scenario,canonical/conditional,S3,eps_LS_PL,0.5,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S3].eps_LS_PL,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0424,economic scenario,canonical/conditional,S3,fert_supply_ceiling,1.0,fraction of baseline,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S3].fert_supply_ceiling,SC1/SC2 conditional 20% physical cap,Class A central S3 or Class B SC1/SC2
P0425,economic scenario,canonical/conditional,S3,fert_capacity_recovery_years,0.0,yr,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S3].fert_capacity_recovery_years,SC1 zero vs SC2 20 yr,Class A central S3 or Class B SC1/SC2
P0426,economic scenario,canonical/conditional,S3,price_relaxes_with_recovery,true,boolean,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[S3].price_relaxes_with_recovery,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0427,economic scenario,canonical/conditional,SC1_20pct,fert_price_shock,1.0389792148114703,proportional change,primitive or derived,calibrated to 20% S1 global fertilizer reduction,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC1_20pct].fert_price_shock,severity sweep 0-300%; MC multiplier 0.50-1.50,Class A central S3 or Class B SC1/SC2
